5507	24
1199	9
2892	24
2862	36
654	9
1136	9
4113	24
14555	6
950	15
1199	24
1082	12
2150	30
2820	36
3060	48
2600	18
5003	21
6288	60
2538	24
1478	9
4933	39
1530	18
1437	9
1275	15
1823	24
1422	9
1217	18
9271	36
2145	36
1842	36
4297	18
3384	6
1245	18
4623	15
8386	30
1024	24
14318	36
433	6
2149	12
2397	24
931	6
1512	15
4241	24
4736	24
1778	15
2327	15
6872	24
795	12
1908	30
1953	36
2864	18
2319	21
915	24
947	24
1381	24
1285	24
1371	24
1042	18
900	12
1207	24
2278	18
6836	60
3345	24
1198	6
15672	48
7297	60
1943	18
3190	18
5129	9
1808	18
1240	10
759	12
1237	8
1980	9
10961	48
6887	36
1938	24
1835	21
1659	24
1209	6
3844	48
4843	12
639	12
5951	48
3804	36
4463	36
7980	36
4210	36
4611	6
11560	24
4165	18
4057	24
6458	18
1386	12
1977	36
1928	18
1123	12
11328	24
11938	24
2520	27
1919	30
14782	60
2671	36
12612	36
3031	45
626	12
1935	24
1344	24
1533	18
3931	48
3349	24
2302	36
3965	42
727	12
3914	48
4308	48
1534	12
2775	18
5998	40
1271	15
1295	12
9398	36
951	12
1355	24
3051	48
7855	36
433	18
9572	36
1837	24
4249	30
5234	30
6758	48
1366	9
1358	24
2473	18
1337	9
7763	48
1264	15
2631	15
6560	48
3123	24
8065	36
2439	24
9034	36
14027	60
9629	36
1484	12
1131	18
2064	24
12976	18
2580	21
2570	27
3915	27
1309	10
4817	24
2579	12
2225	36
4153	18
3114	18
2124	18
1553	18
2406	30
1333	24
7119	48
4870	24
691	12
4370	42
2746	36
4110	24
2462	18
1282	12
2969	12
4605	48
6331	48
3552	24
697	12
1442	24
5293	27
3414	21
2039	18
3161	24
902	12
10297	48
14421	48
1056	18
1274	12
1223	12
1372	12
2625	16
2235	20
959	9
884	18
1246	24
8086	36
10127	48
888	12
719	12
12389	36
709	12
6850	15
2210	10
7485	30
1442	18
797	12
4746	45
939	12
1188	21
11590	48
609	12
1190	18
2767	21
3441	30
4280	30
3092	24
6761	18
1331	12
15945	54
3234	24
802	15
9960	48
8648	24
1345	18
1845	45
1647	21
4844	48
8318	27
2100	18
11816	45
448	6
11998	30
18424	48
14896	6
2762	12
3386	12
2039	24
2169	18
5096	48
1882	18
6999	48
2292	12
8978	14
674	12
976	18
2718	24
750	18
12579	24
7511	18
3966	18
6199	12
1987	24
2303	24
12680	21
6468	12
6350	30
